element,sp_num,obs_wl_vac(A),ritz_wl_vac(A),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,2,2719.634,2719.611,6,1.1E+06,C+,195710.47,232480.44,2s.2p4,2S,1/2,2s2.2p2.(1D).3p,2P*,1/2,,T6172n,L10621,
O,3,,2727.70,,8.01E+07,C+,400351.56,437012.5,2s.2p2.(4P).3d,3P,2,2s.2p2.(4P).4p,3S*,1,,T5376LS,,
O,5,,2730.12,,4.52E+07,B,653080.1,689708.5,1s2.2p.(2P*<1/2>).3s,3P*,1,1s2.2p.(2P*<3/2>).3p,3P,2,,T3843n,,
O,4,,2731.49,,2.79E+05,B,510744.9,547355,2s.2p.(3P*).3d,2F*,5/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,,
O,5,,2732.26,,5.9E+07,B,652918.0,689517.7,1s2.2p.(2P*<1/2>).3s,3P*,0,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,,
O,4,,2733.65,,5.85E+06,B,510744.9,547326,2s.2p.(3P*).3d,2F*,5/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,,
O,2,2734.098,2734.103,17,5.93E+07,C,203942.288,240517.35,2s2.2p2.(3P).3p,2S*,1/2,2s2.2p2.(3P).4s,2P,3/2,,T5723LS,L10621,
O,3,,2735.87,,4.76E+07,C+,400460.99,437012.5,2s.2p2.(4P).3d,3P,1,2s.2p2.(4P).4p,3S*,1,,T5376LS,,
O,3,,2739.91,,1.58E+07,C+,400514.89,437012.5,2s.2p2.(4P).3d,3P,0,2s.2p2.(4P).4p,3S*,1,,T5376LS,,
O,4,,2742.13,,2.93E+08,B,593627,630095,2s.2p.(3P*).4d,2D*,3/2,2p2.(3P).3d,2F,5/2,,T5109LS,,
O,5,,2744.42,,4.38E+07,B,653080.1,689517.7,1s2.2p.(2P*<1/2>).3s,3P*,1,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,,
O,2,2748.179,2748.180,15,5.84E+07,C,203942.288,240330.01,2s2.2p2.(3P).3p,2S*,1/2,2s2.2p2.(3P).4s,2P,1/2,,T5723LS,L10621,
O,4,,2748.23,,3.11E+08,B,593708,630095,2s.2p.(3P*).4d,2D*,5/2,2p2.(3P).3d,2F,7/2,,T5109LS,,
O,4,,2748.23,,2.08E+07,B,593708,630095,2s.2p.(3P*).4d,2D*,5/2,2p2.(3P).3d,2F,5/2,,T5109LS,,
O,4,,2748.93,,5.48E+06,B,510977.2,547355,2s.2p.(3P*).3d,2F*,7/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,,
O,5,,2753.05,,1.82E+08,B,653080.1,689403.5,1s2.2p.(2P*<1/2>).3s,3P*,1,1s2.2p.(2P*<1/2>).3p,3P,0,,T3843n,,
O,5,,2755.51,,3.52E+08,C+,806451.4,842742.3,1s2.2s.5d,3D,3,1s2.2s.6f,3F*,4,,T5633LS,,
O,5,,2755.94,,1.37E+08,B,653423.3,689708.5,1s2.2p.(2P*<3/2>).3s,3P*,2,1s2.2p.(2P*<3/2>).3p,3P,2,,T3843n,,
O,5,,2756.73,,3.13E+08,C+,806448.4,842723.3,1s2.2s.5d,3D,2,1s2.2s.6f,3F*,3,,T5633LS,,
O,5,,2756.96,,3.92E+07,C+,806451.4,842723.3,1s2.2s.5d,3D,3,1s2.2s.6f,3F*,3,,T5633LS,,
O,5,,2757.79,,2.95E+08,C+,806446.4,842707.3,1s2.2s.5d,3D,1,1s2.2s.6f,3F*,2,,T5633LS,,
O,5,,2757.94,,5.48E+07,C+,806448.4,842707.3,1s2.2s.5d,3D,2,1s2.2s.6f,3F*,2,,T5633LS,,
O,5,,2758.17,,1.55E+06,C+,806451.4,842707.3,1s2.2s.5d,3D,3,1s2.2s.6f,3F*,2,,T5633LS,,
O,4,,2758.70,,1.61E+07,B,510569.7,546818.7,2s2.4d,2D,3/2,2s2.5p,2P*,3/2,,T5109LS,,
O,4,,2759.03,,1.45E+08,B,510574.1,546818.7,2s2.4d,2D,5/2,2s2.5p,2P*,3/2,,T5109LS,,
O,4,,2759.86,,1.61E+08,B,510569.7,546803.4,2s2.4d,2D,3/2,2s2.5p,2P*,1/2,,T5109LS,,
O,5,,2770.51,,7.88E+07,B,653423.3,689517.7,1s2.2p.(2P*<3/2>).3s,3P*,2,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,,
O,3,,2772.78,,1.91E+07,B,365726.76,401791.7,2s2.2p.(2P*).4p,1P,1,2s2.2p.(2P*).5d,1D*,2,,T5376,,
O,4,,2774.47,,5.08E+05,B,482666.1,518709,2s.2p.(3P*).3p,2D,3/2,2s.2p.(1P*).3s,2P*,3/2,,T5109LS,,
O,4,,2775.24,,5.08E+06,B,482666.1,518699,2s.2p.(3P*).3p,2D,3/2,2s.2p.(1P*).3s,2P*,1/2,,T5109LS,,
O,5,2781.83,2781.83,1000,1.4E+08,B,546972.7,582920.3,1s2.2s.3s,3S,1,1s2.2s.3p,3P*,2,,T3843n,L552,
O,4,,2782.04,,1.03E+07,B,468337.4,504282.3,2s.2p.(3P*).3p,4D,1/2,2s.2p.(3P*).3d,4P*,1/2,,T5109LS,,
O,2,2783.847,2783.850,6,2.55E+06,D,212593.82,248515.30,2s.2p4,2P,3/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,L10621,
O,4,,2787.73,,1.02E+06,B,468337.4,504208.9,2s.2p.(3P*).3p,4D,1/2,2s.2p.(3P*).3d,4P*,3/2,,T5109LS,,
O,5,2787.81,2787.81,920,1.39E+08,B,546972.7,582843.1,1s2.2s.3s,3S,1,1s2.2s.3p,3P*,1,,T3843n,L552,
O,4,,2788.05,,1.02E+07,B,468414.9,504282.3,2s.2p.(3P*).3p,4D,3/2,2s.2p.(3P*).3d,4P*,1/2,,T5109LS,,
O,5,2790.67,2790.67,775,1.38E+08,B,546972.7,582806.4,1s2.2s.3s,3S,1,1s2.2s.3p,3P*,0,,T3843n,L552,
O,2,2790.757,2790.756,2,1.01E+06,D,212593.82,248426.41,2s.2p4,2P,3/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,L10621,
O,4,,2793.76,,6.5E+06,B,468414.9,504208.9,2s.2p.(3P*).3p,4D,3/2,2s.2p.(3P*).3d,4P*,3/2,,T5109LS,,
O,4,,2794.28,,4.48E+06,B,482921.6,518709,2s.2p.(3P*).3p,2D,5/2,2s.2p.(1P*).3s,2P*,3/2,,T5109LS,,
O,3,,2794.963,,1.82E+07,C+,293866.49,329645.14,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).3d,3P*,0,,"T5376,T5791,LS",,
O,4,,2796.03,,2.26E+07,B,518699,554464,2s.2p.(1P*).3s,2P*,1/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,,
O,4,,2796.81,,4.53E+07,B,518709,554464,2s.2p.(1P*).3s,2P*,3/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,,
O,2,,2796.964,,5.03E+05,D,212762.25,248515.30,2s.2p4,2P,1/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,,
O,2,2797.468,2797.480,3*,,,240517.35,276263.81,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(1D).4f P,2[1]*,3/2,,,L10621,
O,2,2797.468,2797.480,3*,,,240517.35,276263.81,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(1D).4f P,2[1]*,1/2,,,L10621,
O,3,,2799.756,,4.52E+06,C+,293866.49,329583.89,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).3d,3P*,1,,"T5376,T5791,LS",,
O,1,,2800.67,,4.85E+05,C+,88630.587,124336.3,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(2D*<3/2>).3d,3S*,1,,T5803,,
O,1,,2800.72,,8.08E+05,C+,88631.146,124336.3,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(2D*<3/2>).3d,3S*,1,,T5803,,
O,1,,2800.73,,1.61E+05,C,88631.303,124336.3,2s2.2p3.(4S*).3p,3P,0,2s2.2p3.(2D*<3/2>).3d,3S*,1,,T5803,,
O,4,,2802.22,,2.28E+06,B,615431,651117,2p2.(3P).3p,2D*,5/2,2p2.(1D).3d,2F,7/2,,T5109LS,,
O,4,,2802.63,,4.02E+05,B,468414.9,504095.7,2s.2p.(3P*).3p,4D,3/2,2s.2p.(3P*).3d,4P*,5/2,,T5109LS,,
O,4,,2803.71,,1.52E+05,C+,615431,651098,2p2.(3P).3p,2D*,5/2,2p2.(1D).3d,2F,5/2,,T5109LS,,
O,2,2803.927,2803.935,1,2E+06,D,212762.25,248426.41,2s.2p4,2P,1/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,L10621,
O,4,,2804.40,,1.26E+07,B,468550.6,504208.9,2s.2p.(3P*).3p,4D,5/2,2s.2p.(3P*).3d,4P*,3/2,,T5109LS,,
O,4,,2805.99,,2.12E+06,B,615460,651098,2p2.(3P).3p,2D*,3/2,2p2.(1D).3d,2F,5/2,,T5109LS,,
O,4,,2806.26,,1.17E+07,B,514220.4,549855,2s.2p.(3P*).3d,2P*,3/2,2s.2p.(1P*).3p,2P,3/2,,T5109LS,,
O,1,,2806.35,,1.77E+05,C,88630.587,124264.0,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(2D*<5/2>).3d,3D*,1,,T5803,,
O,1,,2806.40,,1.18E+04,D,88631.146,124264.0,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(2D*<5/2>).3d,3D*,1,,T5803,,
O,1,,2806.41,,2.36E+05,C,88631.303,124264.0,2s2.2p3.(4S*).3p,3P,0,2s2.2p3.(2D*<5/2>).3d,3D*,1,,T5803,,
O,4,,2806.69,,2.9E+07,B,438849.0,474478.1,2s.2p.(3P*).3s,4P*,1/2,2s.2p.(3P*).3p,4S,3/2,,T5109LS,,
O,1,,2806.85,,3.22E+05,C,88630.587,124257.7,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(2D*<5/2>).3d,3D*,2,,T5803,,
O,1,,2806.90,,1.07E+05,C,88631.146,124257.7,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(2D*<5/2>).3d,3D*,2,,T5803,,
O,1,,2807.73,,4.35E+05,C,88631.146,124247.1,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(2D*<5/2>).3d,3D*,3,,T5803,,
O,3,,2808.728,,1.79E+05,C,293866.49,329469.80,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).3d,3P*,2,,"T5376,T5791,LS",,
O,2,2809.556,2809.555,8,4.48E+06,D,212593.82,248186.64,2s.2p4,2P,3/2,2s2.2p2.(3P).4p,2D*,5/2,,T5723LS,L10621,
O,3,,2810.486,,1.34E+07,C+,294002.86,329583.89,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).3d,3P*,1,,"T5376,T5791,LS",,
O,4,,2811.23,,4.64E+06,B,514220.4,549792,2s.2p.(3P*).3d,2P*,3/2,2s.2p.(1P*).3p,2P,1/2,,T5109LS,,
O,4,,2813.33,,3.58E+06,B,468550.6,504095.7,2s.2p.(3P*).3p,4D,5/2,2s.2p.(3P*).3d,4P*,5/2,,T5109LS,,
O,4,,2817.36,,5.74E+07,B,438983.9,474478.1,2s.2p.(3P*).3s,4P*,3/2,2s.2p.(3P*).3p,4S,3/2,,T5109LS,,
O,4,,2818.20,,2.3E+06,B,514371.3,549855,2s.2p.(3P*).3d,2P*,1/2,2s.2p.(1P*).3p,2P,3/2,,T5109LS,,
O,3,,2819.527,,2.66E+06,C+,294002.86,329469.80,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).3d,3P*,2,,"T5376,T5791,LS",,
O,4,,2823.21,,9.17E+06,B,514371.3,549792,2s.2p.(3P*).3d,2P*,1/2,2s.2p.(1P*).3p,2P,1/2,,T5109LS,,
O,2,,2823.550,,7.35E+05,D,212593.82,248010.23,2s.2p4,2P,3/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,L11267,
O,4,,2829.57,,7.93E+07,B,597256,632597,2p2.(3P).3p,2S*,1/2,2p2.(3P).3d,2P,1/2,,T5109LS,,
O,4,,2830.00,,1.56E+07,B,468760.0,504095.7,2s.2p.(3P*).3p,4D,7/2,2s.2p.(3P*).3d,4P*,5/2,,T5109LS,,
O,4,,2836.50,,2.38E+05,C,596658.3,631913,2s.2p.(3P*).4f,2D,5/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,2,2837.054,2837.042,7,3.62E+06,D,212762.25,248010.23,2s.2p4,2P,1/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,L10621,
O,4,2837.09,2837.10,160,8.43E+07,B,439230.9,474478.1,2s.2p.(3P*).3s,4P*,5/2,2s.2p.(3P*).3p,4S,3/2,,T5109LS,L648,
O,3,,2837.143,,1.46E+07,C+,294223.07,329469.80,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).3d,3P*,2,,"T5376,T5791,LS",,
O,4,,2843.33,,7.81E+07,B,597256,632426,2p2.(3P).3p,2S*,1/2,2p2.(3P).3d,2P,3/2,,T5109LS,,
O,3,,2846.58,,2.9E+07,C+,366595.76,401725.6,2s2.2p.(2P*).4p,3D,2,2s2.2p.(2P*).5d,3F*,3,,T5376LS,,
O,4,,2847.80,,2.11E+06,C+,596798.2,631913,2s.2p.(3P*).4f,2D,3/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,3,,2849.77,,3.26E+07,C+,366802.62,401893.2,2s2.2p.(2P*).4p,3D,3,2s2.2p.(2P*).5d,3F*,4,,T5376LS,,
O,3,,2854.59,,2.72E+07,C+,366488.45,401519.8,2s2.2p.(2P*).4p,3D,1,2s2.2p.(2P*).5d,3F*,2,,T5376LS,,
O,3,,2863.36,,5.01E+06,C+,366595.76,401519.8,2s2.2p.(2P*).4p,3D,2,2s2.2p.(2P*).5d,3F*,2,,T5376LS,,
O,3,,2863.44,,3.58E+06,C+,366802.62,401725.6,2s2.2p.(2P*).4p,3D,3,2s2.2p.(2P*).5d,3F*,3,,T5376LS,,
O,4,,2867.22,,1.31E+06,B,597720,632597,2s.2p.(3P*).4d,2P*,3/2,2p2.(3P).3d,2P,1/2,,T5109LS,,
O,1,,2877.139,,1.47E+06,C,88630.587,123387.339,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(2D*<3/2>).3d,3P*,0,,T5713LS,,
O,4,,2879.52,,2.58E+06,B,597869,632597,2s.2p.(3P*).4d,2P*,1/2,2p2.(3P).3d,2P,1/2,,T5109LS,,
O,1,,2879.776,,3.68E+05,C,88630.587,123355.512,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(2D*<3/2>).3d,3P*,1,,T5713LS,,
O,1,,2879.822,,6.13E+05,C,88631.146,123355.512,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(2D*<3/2>).3d,3P*,1,,T5713LS,,
O,1,,2879.835,,4.9E+05,C,88631.303,123355.512,2s2.2p3.(4S*).3p,3P,0,2s2.2p3.(2D*<3/2>).3d,3P*,1,,T5713LS,,
O,3,,2880.42,,1.39E+05,C,366802.62,401519.8,2s2.2p.(2P*).4p,3D,3,2s2.2p.(2P*).5d,3F*,2,,T5376LS,,
O,4,,2881.35,,3.22E+06,B,597720,632426,2s.2p.(3P*).4d,2P*,3/2,2p2.(3P).3d,2P,3/2,,T5109LS,,
O,1,,2884.655,,3.66E+05,C,88630.587,123296.777,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(2D*<3/2>).3d,3P*,2,,T5713LS,,
O,1,,2884.702,,1.1E+06,C+,88631.146,123296.777,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(2D*<3/2>).3d,3P*,2,,T5713LS,,
O,2,2885.060,2885.067,9,,,231296.126,265957.37,2s2.2p2.(3P).3d,4F,3/2,2s2.2p2.(3P).5f F,2[2]*,3/2,,,L10621,
O,2,2885.624,2885.602,4,,,231350.087,266004.90,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f F,2[4]*,7/2,,,L10621,
O,2,,2886.646,,,,231350.087,265992.37,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f F,2[3]*,5/2,,,L11267,
O,2,2888.811,2888.811,5w,,,251222.19,285838.51?,2s2.2p2.(1D).3d,2F,7/2,2s2.2p2.(1D).5f G,2[4]*,9/2,,,L10621,
O,2,,2889.050,,,,231350.087,265963.54,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f F,2[2]*,5/2,,,L11267,
O,2,2892.137,2892.102,6,,,231427.970,266004.90,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f F,2[4]*,7/2,,,L10621,
O,2,2892.532,2892.533,7,,,231427.970,265999.75,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f F,2[4]*,9/2,,,L10621,
O,2,2893.154,2893.150,3*,,,231427.970,265992.37,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f F,2[3]*,5/2,,,L10621,
O,2,2893.154,2893.155,3*,,,231427.970,265992.31,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f F,2[3]*,7/2,,,L10621,
O,4,,2893.77,,6.35E+05,B,597869,632426,2s.2p.(3P*).4d,2P*,1/2,2p2.(3P).3d,2P,3/2,,T5109LS,,
O,2,2898.359,2898.354,8,,,231427.970,265930.31,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f G,2[5]*,9/2,,,L10621,
O,2,,2900.682,,,,231530.246,266004.90,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).5f F,2[4]*,7/2,,,L11267,
O,2,2901.117,2901.115,7,,,231530.246,265999.75,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).5f F,2[4]*,9/2,,,L10621,
O,2,,2901.741,,,,231530.246,265992.31,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).5f F,2[3]*,7/2,,,L11267,
O,2,2905.096,2905.089,8,,,231296.126,265718.48,2s2.2p2.(3P).3d,4F,3/2,2s2.2p2.(3P).5f G,2[3]*,5/2,,,L10621,
O,4,,2905.54,,3.67E+05,B,547326,581743,2s.2p.(1P*).3p,2D,3/2,2s.2p.(1P*).3d,2P*,3/2,,T5109LS,,
O,2,2905.861,2905.856,8,,,231350.087,265763.36,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f G,2[4]*,7/2,,,L10621,
O,2,,2906.971,,,,231530.246,265930.31,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).5f G,2[5]*,9/2,,,L11267,
O,4,,2907.40,,3.66E+06,B,547326,581721,2s.2p.(1P*).3p,2D,3/2,2s.2p.(1P*).3d,2P*,1/2,,T5109LS,,
O,2,2907.404,2907.404,13,,,231530.246,265925.19,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).5f G,2[5]*,11/2,,,L10621,
O,4,,2907.99,,3.29E+06,B,547355,581743,2s.2p.(1P*).3p,2D,5/2,2s.2p.(1P*).3d,2P*,3/2,,T5109LS,,
O,2,2909.495,2909.489,6,,,231350.087,265720.38,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f G,2[3]*,7/2,,,L10621,
O,2,2909.633,2909.650,3,,,231350.087,265718.48,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f G,2[3]*,5/2,,,L10621,
O,2,2911.983,2911.973,8,,,231296.126,265637.10,2s2.2p2.(3P).3d,4F,3/2,2s2.2p2.(3P).5f D,2[3]*,5/2,,,L10621,
O,2,,2912.447,,,,231427.970,265763.36,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f G,2[4]*,7/2,,,L11267,
O,2,2912.622,2912.622,11,,,231427.970,265761.29,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f G,2[4]*,9/2,,,L10621,
O,2,2916.097,2916.097,2,,,231427.970,265720.38,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).5f G,2[3]*,7/2,,,L10621,
O,2,2916.432,2916.429,8,,,231350.087,265638.59,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f D,2[3]*,7/2,,,L10621,
O,2,,2916.556,,,,231350.087,265637.10,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).5f D,2[3]*,5/2,,,L11267,
O,4,,2917.16,,1.06E+08,B,467229.3,501509.2,2s.2p.(3P*).3p,2P,1/2,2s.2p.(3P*).3d,2D*,3/2,,T5109LS,,
O,2,,2921.325,,,,231530.246,265761.29,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).5f G,2[4]*,9/2,,,L11267,
O,4,2922.31,2922.31,160,1.27E+08,B,467344.9,501564.4,2s.2p.(3P*).3p,2P,3/2,2s.2p.(3P*).3d,2D*,5/2,,T5109LS,L648,
O,4,,2926.73,,6.28E+04,C,513187.2,547355,2s2.4f,2F*,5/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,,
O,4,,2927.03,,2.11E+07,B,467344.9,501509.2,2s.2p.(3P*).3p,2P,3/2,2s.2p.(3P*).3d,2D*,3/2,,T5109LS,,
O,4,,2927.68,,1.26E+06,C+,513198.3,547355,2s2.4f,2F*,7/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,,
O,4,,2929.22,,1.32E+06,C+,513187.2,547326,2s2.4f,2F*,5/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,,
O,5,2942.19,,200,,,,,,,,,,,,,L552,
O,5,2942.51,,210,,,,,,,,,,,,,L552,
O,4,,2958.58,,2.38E+07,B,596295,630095,2s.2p.(3P*).4d,2F*,5/2,2p2.(3P).3d,2F,5/2,,T5109LS,,
O,4,,2958.58,,8.94E+05,B,596295,630095,2s.2p.(3P*).4d,2F*,5/2,2p2.(3P).3d,2F,7/2,,T5109LS,,
O,1,,2959.229,,2.42E-04,C+,0.000,33792.583,2s2.2p4,3P,2,2s2.2p4,1S,0,E2,"T4539,T5081",,
O,3,2960.54,2960.559,80,1.83E+08,B,290958.25,324735.65,2s2.2p.(2P*).3p,1P,1,2s2.2p.(2P*).3d,1D*,2,,"T5376,T5791",L3492,
O,2,2965.035,2965.048,3,,,212593.82,246320.086,2s.2p4,2P,3/2,2s2.2p2.(3P).4p,4P*,1/2,,,L10621,
O,2,2966.964,2966.954,4,,,248515.30,282219.90,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(1S).4s,2S,1/2,,,L10621,
O,1,2973.16,2973.154,265,7.54E-02,B+,158.265,33792.583,2s2.2p4,3P,1,2s2.2p4,1S,0,M1,"T4539,T5081",L3760,
O,2,2973.637,2973.613,4,,,232959.210,266588.33,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(1D).4p,2F*,7/2,,,L10621,
O,4,,2974.42,,1.17E+06,B,596475,630095,2s.2p.(3P*).4d,2F*,7/2,2p2.(3P).3d,2F,5/2,,T5109LS,,
O,4,,2974.42,,2.38E+07,B,596475,630095,2s.2p.(3P*).4d,2F*,7/2,2p2.(3P).3d,2F,7/2,,T5109LS,,
O,2,2979.918,2979.930,5,,,212762.25,246320.086,2s.2p4,2P,1/2,2s2.2p2.(3P).4p,4P*,1/2,,,L10621,
O,2,2981.319,2981.321,3,,,232462.724,266004.90,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).5f F,2[4]*,7/2,,,L10621,
O,4,,2981.73,,1.31E+06,B,419533.9,453071.5,2s2.3d,2D,3/2,2s.2p.(3P*).3s,2P*,3/2,,T5109LS,,
O,4,,2983.21,,1.18E+07,B,419550.6,453071.5,2s2.3d,2D,5/2,2s.2p.(3P*).3s,2P*,3/2,,T5109LS,,
O,3,2984.65,2984.651,250,2.15E+08,B,273081.33,306586.08,2s2.2p.(2P*).3s,1P*,1,2s2.2p.(2P*).3p,1D,2,,"T5376,T5791,u24",L3492,
O,2,2991.545,2991.541,4,,,232535.949,265963.54,2s2.2p2.(3P).3d,4P,3/2,2s2.2p2.(3P).5f F,2[2]*,5/2,,,L10621,
O,2,,2992.093,,,,232535.949,265957.37,2s2.2p2.(3P).3d,4P,3/2,2s2.2p2.(3P).5f F,2[2]*,3/2,,,L11267,
O,3,,2992.954,,9.32E+06,C,293866.49,327278.30,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).3d,3D*,2,,"T5376,T5791,LS",,
O,2,2996.745,2996.684,7w*,,,252608.28,285978.5?,2s2.2p2.(1D).3d,2G,9/2,2s2.2p2.(1D).5f H,2[5]*,9/2,,,L10621,
O,2,2996.745,2996.684,7w*,,,252608.28,285978.5?,2s2.2p2.(1D).3d,2G,9/2,2s2.2p2.(1D).5f H,2[5]*,11/2,,,L10621,
O,2,2996.745,2996.790,7w*,,,252609.46,285978.5?,2s2.2p2.(1D).3d,2G,7/2,2s2.2p2.(1D).5f H,2[5]*,9/2,,,L10621,
O,3,,2997.354,,4.64E+07,C,293866.49,327229.25,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).3d,3D*,1,,"T5376,T5791,LS",,
O,2,,2997.811,,,,232535.949,265893.62,2s2.2p2.(3P).3d,4P,3/2,2s2.2p2.(3P).5f D,2[1]*,3/2,,,L11267,
O,2,,2998.062,,,,232602.492,265957.37,2s2.2p2.(3P).3d,4P,1/2,2s2.2p2.(3P).5f F,2[2]*,3/2,,,L11267,
O,3,,2998.563,,6.88E+06,C,294002.86,327352.17,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).3d,3D*,3,,"T5376,T5791,LS",,
O,4,,3000.25,,6.88E+06,B,518699,552029.6,2s.2p.(1P*).3s,2P*,1/2,2s2.5d,2D,3/2,,T5109LS,,
O,4,,3000.90,,8.25E+06,B,518709,552032.3,2s.2p.(1P*).3s,2P*,3/2,2s2.5d,2D,5/2,,T5109LS,,
O,4,,3001.15,,1.38E+06,B,518709,552029.6,2s.2p.(1P*).3s,2P*,3/2,2s2.5d,2D,3/2,,T5109LS,,
O,2,3002.571,3002.568,5,,,232462.724,265767.55,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).5f D,2[2]*,5/2,,,L10621,
O,2,3003.852,3003.854,8,,,232602.492,265893.06,2s2.2p2.(3P).3d,4P,1/2,2s2.2p2.(3P).5f D,2[1]*,1/2,,,L10621,
O,3,,3005.219,,4.27E+07,C,294002.86,327278.30,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).3d,3D*,2,,"T5376,T5791,LS",,
O,4,,3005.47,,1.28E+07,B,419533.9,452806.6,2s2.3d,2D,3/2,2s.2p.(3P*).3s,2P*,1/2,,T5109LS,,
O,2,3006.834,3006.826,10,,,232462.724,265720.38,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).5f G,2[3]*,7/2,,,L10621,
O,2,3006.834,3006.855,10,,,232747.562,266004.90,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).5f F,2[4]*,7/2,,,L10621,
O,2,,3006.998,,,,232462.724,265718.48,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).5f G,2[3]*,5/2,,,L11267,
O,2,3007.441,3007.421,5,,,232753.816,266004.90,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).5f F,2[4]*,7/2,,,L10621,
O,2,3007.911,3007.887,14bl*,,,232753.816,265999.75,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).5f F,2[4]*,9/2,,,L10621,
O,2,3007.911,3007.905,14bl*,,,232711.642,265957.37,2s2.2p2.(3P).3d,4D,1/2,2s2.2p2.(3P).5f F,2[2]*,3/2,,,L10621,
